"ID" "Age" "Sex" "LicTime" "ActCar" "Kids5" "Kids6" "PreferCar" "Car15K" "Reason" "Cost" "Reliable" "Perform" "Fuel" "Safety" "AC.PS" "Park" "Room" "Doors" "Prestige" "Colour"
"206" "76" "22" "2" "72" "1" "2" "2" "1" "1" "4" "1" "4" "4" "1" "3" "2" "2" "3" "2" "3" "2"
"207" "77" "21" "2" "48" "2" "2" "2" "4" "2" "2" "3" "4" "4" "4" "2" "2" "3" "4" "1" "3" "3"
"208" "78" "43" "1" "312" "1" "2" "2" "2" "1" "1" "3" "4" "3" "4" "3" "4" "3" "3" "4" "3" "2"
"209" "79" "22" "2" "36" "3" "2" "2" "3" "2" "5" "4" "4" "3" "3" "3" "3" "2" "3" "3" "2" "3"
"210" "80" "20" "2" "36" "2" "2" "2" "2" "1" "4" "4" "4" "3" "4" "4" "4" "3" "3" "4" "1" "2"
"211" "81" "36" "2" "204" "1" "2" "1" "1" "1" "4" "3" "3" "3" "3" "2" "2" "3" "3" "3" "1" "2"
"212" "83" "52" "1" "324" "2" "2" "2" "2" "2" "1" "3" "4" "4" "3" "4" "4" "3" "3" "3" "1" "2"
"213" "84" "18" "2" "12" "3" "2" "2" "1" "2" "2" "3" "4" "3" "2" "4" "1" "1" "3" "1" "3" "3"
"214" "85" "18" "2" "2" "2" "2" "1" "2" "2" "4" "3" "3" "4" "3" "3" "2" "2" "3" "4" "1" "1"
"215" "86" "24" "2" "60" "2" "2" "2" "4" "2" "2" "4" "2" "2" "3" "3" "1" "1" "4" "2" "1" "1"
"216" "87" "20" "1" "24" "1" "2" "2" "1" "1" "2" "3" "4" "3" "4" "4" "2" "3" "3" "2" "2" "2"
"217" "88" "18" "1" "7" "2" "1" "1" "1" "1" "2" "3" "4" "4" "4" "4" "3" "4" "3" "2" "3" "3"
"218" "89" "46" "1" "312" "2" "2" "2" "2" "1" "1" "3" "4" "3" "4" "4" "3" "4" "3" "4" "3" "3"
"219" "90" "21" "1" "48" "1" "2" "2" "1" "2" "1" "4" "4" "3" "4" "4" "3" "3" "3" "3" "3" "4"
"220" "91" "20" "2" "24" "2" "2" "2" "2" "2" "3" "4" "4" "3" "3" "2" "1" "1" "2" "1" "4" "1"
"221" "92" "18" "1" "1" "1" "1" "2" "1" "1" "2" "3" "4" "3" "3" "4" "2" "3" "2" "2" "2" "3"
"222" "93" "18" "2" "24" "3" "2" "1" "3" "2" "5" "3" "4" "3" "2" "3" "3" "2" "3" "1" "1" "2"
"223" "94" "19" "1" "24" "1" "2" "1" "3" "1" "2" "3" "4" "3" "3" "4" "1" "2" "2" "1" "1" "1"
"224" "250" "21" "2" "36" "1" "2" "2" "3" "2" "4" "4" "4" "4" "3" "3" "4" "3" "3" "1" "3" "3"
"225" "251" "22" "2" "42" "1" "2" "2" "1" "1" "4" "3" "4" "3" "3" "3" "2" "2" "3" "2" "2" "2"
"226" "252" "20" "2" "18" "2" "2" "2" "4" "2" "6" "2" "3" "4" "2" "3" "2" "2" "3" "4" "2" "4"
"227" "253" "49" "2" "360" "3" "1" "2" "4" "1" "5" "3" "4" "4" "3" "4" "4" "1" "4" "1" "1" "1"
"228" "283" "22" "2" "48" "2" "2" "2" "3" "2" "3" "4" "4" "2" "3" "4" "2" "3" "2" "2" "2" "1"
"229" "254" "19" "2" "12" "2" "2" "1" "2" "1" "5" "3" "4" "3" "4" "4" "3" "3" "4" "2" "2" "2"
"230" "356" "48" "2" "372" "3" "2" "1" "3" "2" "3" "4" "4" "4" "4" "4" "2" "2" "3" "2" "1" "3"
"231" "357" "19" "1" "12" "3" "2" "2" "2" "1" "1" "3" "4" "3" "3" "4" "3" "4" "3" "2" "2" "2"
"232" "358" "70" "2" "624" "2" "2" "2" "2" "1" "1" "3" "4" "4" "4" "4" "3" "3" "3" "4" "2" "1"
"233" "359" "55" "1" "348" "3" "2" "2" "2" "2" "1" "3" "4" "3" "4" "4" "3" "2" "4" "3" "3" "3"
"234" "361" "37" "2" "240" "2" "2" "2" "2" "2" "5" "2" "4" "4" "3" "4" "4" "3" "3" "4" "1" "1"
"235" "367" "21" "2" "36" "1" "2" "2" "1" "2" "3" "2" "3" "4" "2" "3" "1" "1" "1" "1" "3" "1"
"236" "362" "23" "2" "60" "2" "2" "1" "2" "2" "5" "4" "3" "4" "4" "4" "3" "2" "4" "3" "2" "2"
"237" "383" "24" "1" "84" "1" "2" "2" "2" "2" "6" "3" "4" "4" "4" "4" "4" "4" "4" "4" "4" "3"
"238" "380" "62" "2" "300" "1" "2" "2" "1" "1" "1" "4" "4" "4" "4" "4" "4" "4" "3" "3" "3" "3"
"239" "384" "26" "2" "96" "1" "2" "2" "4" "1" "5" "4" "4" "3" "3" "3" "3" "2" "3" "4" "2" "3"
"240" "385" "56" "1" "468" "1" "1" "2" "2" "1" "3" "3" "4" "3" "3" "4" "4" "3" "3" "3" "2" "3"
"241" "386" "27" "1" "108" "2" "2" "2" "2" "2" "6" "3" "4" "4" "3" "4" "3" "2" "3" "2" "3" "3"
"242" "387" "27" "2" "120" "1" "2" "2" "2" "2" "4" "3" "4" "4" "3" "4" "4" "3" "3" "2" "3" "3"
"243" "388" "30" "1" "144" "3" "2" "2" "2" "1" "6" "4" "4" "4" "4" "4" "4" "2" "4" "4" "4" "4"
"244" "389" "66" "1" "480" "2" "2" "2" "3" "2" "1" "4" "4" "4" "4" "4" "4" "4" "4" "4" "4" "4"
"245" "390" "48" "1" "252" "3" "2" "2" "2" "1" "1" "3" "4" "2" "2" "4" "3" "1" "3" "3" "2" "2"
"246" "391" "21" "1" "36" "3" "2" "2" "2" "1" "3" "4" "4" "2" "3" "3" "3" "3" "1" "1" "1" "3"
"247" "392" "20" "2" "10" "3" "2" "2" "3" "1" "1" "4" "4" "4" "4" "4" "4" "4" "4" "4" "4" "4"
"248" "393" "30" "2" "150" "1" "2" "2" "3" "2" "6" "4" "4" "4" "3" "4" "4" "4" "4" "4" "4" "4"
"249" "95" "55" "2" "444" "2" "2" "2" "2" "2" "5" "3" "3" "3" "3" "2" "3" "3" "3" "2" "2" "2"
"250" "96" "20" "1" "24" "2" "2" "2" "2" "2" "1" "3" "4" "2" "4" "4" "3" "3" "3" "3" "2" "2"
"251" "97" "26" "1" "96" "1" "2" "2" "1" "1" "1" "4" "4" "3" "3" "4" "3" "3" "3" "2" "3" "4"
"252" "99" "25" "2" "96" "1" "2" "2" "4" "1" "3" "4" "4" "2" "3" "4" "2" "3" "3" "2" "1" "1"
"253" "100" "37" "1" "228" "3" "2" "1" "3" "2" "4" "4" "4" "3" "4" "4" "4" "3" "3" "4" "1" "1"
"254" "101" "40" "1" "264" "2" "2" "1" "2" "2" "3" "4" "4" "4" "3" "3" "4" "4" "3" "2" "1" "1"
"255" "102" "22" "2" "48" "3" "2" "2" "3" "2" "3" "3" "4" "3" "2" "4" "1" "2" "4" "2" "2" "1"
"256" "103" "22" "1" "24" "3" "2" "2" "2" "2" "1" "3" "4" "4" "2" "4" "2" "3" "3" "3" "1" "1"
"257" "104" "51" "1" "372" "3" "2" "2" "2" "2" "6" "3" "4" "4" "3" "4" "4" "4" "4" "4" "3" "4"
"258" "105" "24" "2" "72" "1" "2" "2" "1" "2" "5" "3" "4" "4" "3" "3" "1" "3" "3" "1" "2" "2"
"259" "106" "22" "1" "48" "2" "2" "2" "2" "2" "3" "3" "4" "3" "4" "4" "4" "2" "4" "2" "1" "1"
"260" "107" "23" "1" "60" "1" "1" "2" "1" "1" "3" "4" "3" "3" "3" "4" "4" "4" "3" "1" "2" "2"
"261" "108" "18" "2" "1" "2" "2" "1" "1" "1" "3" "4" "3" "3" "4" "3" "2" "3" "2" "2" "1" "1"
"262" "109" "26" "1" "96" "3" "2" "2" "2" "1" "1" "3" "4" "4" "3" "4" "3" "3" "3" "3" "2" "1"
"263" "255" "18" "1" "6" "2" "2" "2" "1" "1" "5" "4" "4" "4" "4" "4" "4" "3" "2" "2" "2" "3"
"264" "285" "36" "1" "252" "1" "2" "2" "1" "1" "5" "3" "4" "4" "4" "4" "2" "4" "3" "4" "1" "3"
"265" "256" "24" "1" "72" "2" "2" "2" "2" "2" "2" "3" "4" "3" "4" "4" "3" "3" "3" "3" "2" "2"
"266" "257" "26" "2" "120" "1" "2" "2" "2" "2" "2" "3" "4" "3" "3" "3" "3" "2" "3" "2" "2" "2"
"267" "287" "44" "1" "300" "2" "2" "2" "2" "2" "5" "1" "4" "3" "4" "4" "4" "4" "3" "3" "4" "3"
"268" "258" "20" "2" "24" "1" "2" "2" "1" "1" "2" "3" "4" "2" "2" "3" "1" "2" "2" "2" "2" "2"
"269" "262" "65" "2" "564" "2" "2" "2" "2" "2" "2" "3" "4" "3" "4" "4" "3" "3" "3" "2" "2" "3"
"270" "294" "20" "2" "24" "1" "2" "1" "2" "2" "2" "4" "4" "2" "4" "2" "1" "1" "4" "4" "1" "1"
"271" "263" "65" "1" "312" "3" "1" "2" "3" "1" "6" "4" "4" "4" "4" "4" "4" "4" "4" "4" "3" "3"
"272" "295" "20" "2" "36" "3" "2" "2" "1" "1" "2" "4" "3" "3" "4" "3" "2" "3" "3" "2" "1" "2"
"273" "264" "44" "1" "312" "2" "2" "1" "2" "2" "1" "3" "4" "3" "4" "4" "3" "3" "3" "3" "2" "2"
"274" "267" "28" "2" "120" "3" "2" "2" "2" "2" "1" "4" "4" "3" "3" "4" "3" "2" "2" "2" "1" "2"
"275" "329" "47" "2" "360" "1" "2" "2" "1" "1" "1" "3" "4" "4" "3" "4" "3" "4" "3" "2" "1" "3"
"276" "307" "40" "1" "228" "2" "2" "1" "1" "1" "1" "4" "4" "3" "4" "4" "4" "4" "3" "1" "1" "1"
"277" "331" "25" "2" "108" "1" "2" "2" "2" "2" "6" "4" "4" "4" "4" "1" "4" "2" "2" "3" "4" "3"
"278" "332" "18" "2" "6" "2" "2" "2" "2" "2" "2" "4" "4" "3" "3" "2" "2" "2" "4" "3" "2" "3"
"279" "308" "42" "1" "288" "3" "2" "2" "2" "2" "2" "3" "4" "3" "3" "4" "4" "4" "3" "3" "2" "3"
"280" "309" "24" "2" "84" "2" "2" "2" "3" "2" "2" "3" "3" "3" "2" "3" "1" "1" "3" "1" "2" "2"
"281" "333" "52" "2" "420" "3" "2" "1" "3" "1" "2" "4" "4" "4" "4" "4" "2" "4" "4" "3" "1" "1"
"282" "311" "36" "1" "204" "3" "2" "1" "2" "1" "1" "3" "4" "3" "4" "4" "3" "3" "3" "3" "2" "2"
"283" "334" "24" "1" "60" "2" "2" "2" "3" "2" "5" "3" "4" "4" "3" "4" "3" "4" "3" "2" "2" "2"
"284" "335" "21" "2" "24" "2" "2" "2" "2" "1" "6" "4" "3" "3" "4" "2" "3" "3" "3" "4" "2" "2"
"285" "312" "27" "2" "120" "2" "2" "1" "2" "2" "1" "2" "4" "4" "3" "4" "3" "2" "3" "4" "4" "2"
"286" "337" "50" "2" "396" "3" "2" "2" "4" "1" "2" "3" "4" "2" "3" "3" "4" "1" "2" "1" "1" "1"
"287" "315" "19" "2" "12" "1" "2" "2" "4" "2" "3" "3" "4" "2" "3" "3" "1" "2" "3" "2" "2" "1"
"288" "338" "18" "2" "1" "2" "2" "1" "1" "1" "2" "4" "4" "3" "4" "3" "2" "4" "3" "3" "1" "2"
"289" "339" "32" "1" "168" "3" "2" "2" "4" "2" "1" "4" "4" "3" "4" "4" "3" "4" "4" "2" "2" "1"
"290" "316" "22" "1" "36" "1" "2" "2" "1" "1" "2" "4" "4" "4" "4" "3" "2" "3" "2" "3" "2" "2"
"291" "340" "38" "1" "240" "3" "2" "1" "1" "2" "3" "3" "4" "3" "3" "3" "3" "4" "4" "3" "1" "1"
"292" "341" "40" "2" "276" "3" "2" "2" "3" "2" "2" "3" "4" "4" "4" "4" "4" "3" "4" "4" "3" "1"
"293" "317" "24" "2" "24" "2" "2" "2" "2" "2" "3" "4" "4" "3" "3" "3" "2" "2" "2" "3" "1" "1"
"294" "318" "23" "1" "60" "2" "2" "2" "2" "1" "2" "3" "4" "4" "4" "3" "2" "3" "3" "2" "2" "1"
"295" "345" "69" "1" "468" "3" "2" "2" "3" "1" "5" "3" "3" "3" "3" "4" "4" "3" "3" "3" "2" "3"
"296" "323" "39" "2" "84" "1" "2" "1" "2" "1" "5" "4" "4" "4" "3" "4" "3" "2" "4" "3" "1" "3"
"297" "347" "75" "2" "528" "3" "2" "2" "3" "1" "1" "4" "4" "4" "3" "4" "4" "2" "2" "3" "3" "3"
"298" "324" "19" "2" "3" "3" "1" "2" "1" "1" "6" "4" "4" "4" "4" "3" "2" "1" "4" "1" "1" "1"
"299" "348" "43" "1" "312" "3" "2" "2" "2" "2" "4" "4" "4" "3" "3" "4" "4" "4" "3" "4" "3" "3"
"300" "349" "55" "2" "456" "3" "2" "2" "4" "1" "3" "3" "4" "3" "3" "4" "3" "3" "3" "3" "2" "3"
